cuisine,id,value,name,nevalue,nvalue
Italian,DIYHTgM-YGKWOWLzQ4XVhA,24,Michelina's Ristorante Costa Campagnia,3.113311383,3.671361502
Italian,IZxdigPOncvAcqrFWB9wpQ,4,Trattoria Bianco,0.291110066,0.478873239
Italian,M_Aocl2RmEMCt-oO_wB1zA,3,Papa John's Pizza,0.15,0.319248826
Italian,VpW40mznMS43CqdbelX2wA,183,Giuseppe's On 28th,25.54981185,29.05164319
Italian,Cse5FvYuACIxljwaac2SZg,37,Cave & Ives,4.947742239,5.746478873
Italian,Fb5ZL4VkO2Yfx-bNJexAkg,103,Oregano's Pizza Bistro,14.26100659,16.28169014
Italian,OIBrslaVxFxaaGUsYFUujg,34,Olive Garden Italian Restaurant,4.524412041,5.267605634
Italian,hnOGdF42m6Cwuuh5iuaXbA,44,Romano's Macaroni Grill,5.9355127,6.863849765
Italian,9beCQ1vPk4cFSJp8Sb5-8Q,109,Cafepino,15.10766698,17.23943662
Italian,C7utE_DN2kgE-68_VF8ftw,17,Ristorante Tuscany,2.125540922,2.55399061
Italian,QFHqziOcSXsZTQ4QGIqmtQ,5,That Italian Place,0.432220132,0.638497653
Italian,i0sMoNwiNAo1--AsZJ3Nlw,23,DiVito's Pizzeria And Italian Restaurant,2.972201317,3.511737089
Italian,hIe65VALe8rxseYECVj08w,18,Streets of New York,2.266650988,2.713615023
Italian,3FhHnU7Mq8KcyWiWKH0RzA,18,Streets of New York,2.266650988,2.713615023
Italian,93fEJZYc3B-jOMaXce7G5A,72,Fired Pie,9.886594544,11.33333333
Italian,lM3q1N0lpxStCLYMCoqGhw,8,Carmella's Italian Kitchen and Bar,0.855550329,1.117370892
Italian,CSoURupWEyuyzkjMOExKPg,233,North Italia,32.60531515,37.03286385
Italian,kF8JDYpLnbf8AZS9gpHXJg,25,Joey's California Bistro,3.254421449,3.830985915
Italian,ZAgPh4v-oOb1g6cdlkKI0g,9,Phoenix House Of Pizza And Subs,0.996660395,1.276995305
Italian,RYZ08XAToBaN-bS5HHVEhQ,74,Nellos Pizza,10.16881468,11.65258216
Italian,lQ22GkzG0tIJRbzkpMbJxw,3,Pronto Pizza,0.15,0.319248826
Italian,QkyN2vqQidQhotvOtPIrkw,122,Humble Pie,16.94209784,19.31455399
Italian,cN4gmlntyQ-maTW4PdT-Kw,17,Streets of New York,2.125540922,2.55399061
Italian,D7d-X4fLvVIdsCDFGpqzmg,76,My Pie,10.45103481,11.97183099
Italian,If2DUhmWIvlu2JFc_rR-Bw,16,Papa Christo's,1.984430856,2.394366197
Italian,EQTdq1SJuU6bjC3myEfDWg,14,Barro's Pizza,1.702210724,2.075117371
Italian,uYj2NO1HZRNiD-de_pSdJA,61,Amano Pizza Bistro,8.334383819,9.577464789
Italian,VVeogjZya58oiTxK7qUjAQ,1066,Pizzeria Bianco,150.15,170
Italian,PwtYeGu-19v9bU4nbP9UbA,32,Calabria Italian Kitchen,4.24219191,4.948356808
Italian,gJmBto8IXwSBT4HTcL7cDw,16,Sano Brick Pizza,1.984430856,2.394366197
Italian,ImVx220_Pcp2iB5uworODw,58,Vincent's,7.911053622,9.098591549
Italian,9c8Q6sAWAL1MCRzJ7INQkg,8,Villa Italia Ristoranti,0.855550329,1.117370892
Italian,IuYs9ys6bwhK-s2_sUKsbQ,18,CiCi's Pizza,2.266650988,2.713615023
Italian,NNGJQF3WeIHzGzweCpZ-VA,91,La Piccola Cucina,12.56768579,14.36619718
Italian,PEHJjxdw11TGFma9Zhz3ng,75,Red Devil,10.30992474,11.81220657
Italian,k8JnZBspVOI8kLcQek-Chw,155,Mamma Mia Brick Oven Pizza & Pasta,21.59873001,24.58215962
Italian,GvwDppcJLm9lso9iS2hSIw,62,Pat's Pizza Plus,8.475493885,9.737089202
Italian,u5o4H8h0sIVhqa8Lcusi5g,57,Fatso's Pizza,7.769943556,8.938967136
Italian,hVDo35_OySCeFWYLFKM7WQ,8,Palermos Pizza,0.855550329,1.117370892
Italian,6TIaz7MG6qjX6ZaQe9cG2w,49,FIRED PIE,6.641063029,7.661971831
Italian,5BnsHDWrt2z-9d8AzSgkjw,72,Nick's,9.886594544,11.33333333
Italian,UexMw8s7B1J-RtFOQtCCsQ,41,Romano's Macaroni Grill,5.512182502,6.384976526
Italian,JvJjaTJCyUGu5SDpoJWvZg,9,Meatballz,0.996660395,1.276995305
Italian,QiBNnRkMZ5chmo_9eOzv5A,5,Picazzo's Organic Italian Kitchen,0.432220132,0.638497653
Italian,D_xWWPRdpZCC3XVJ61pSGg,35,The Skinny Italian Kitchen,4.665522107,5.427230047
Italian,MEraJIKYztC7IOzYwMe86g,14,Raimondo's,1.702210724,2.075117371
Italian,QdYrBxT8OV8qd7aENoBlsg,33,Isa's Pizza,4.383301976,5.107981221
Italian,yuS1qDTkido8zUFrfj8O0g,5,Cafe Roma,0.432220132,0.638497653
Italian,hqVbmZNLTdR2y7G7oJu9vg,77,Tutti Santi by Nina,10.59214487,12.1314554
Italian,eFA9dqXT5EA_TrMgbo03QQ,60,Crust Pizzeria & Ristorante,8.193273754,9.417840376
Italian,ILm0LCXrDGs_5aGa83dgfQ,23,Olive Garden Italian Restaurant,2.972201317,3.511737089
Italian,DcrM4hwDcU2G6vuh2cnaYQ,272,noca,38.10860771,43.25821596
Italian,C6lM880c3gEdk_9ZjtKYWA,12,Sam's Chicago Style Pizza & Wings,1.419990593,1.755868545
Italian,hgb1RihLYRSpFBjBhn8rZw,49,Bell' Italia Pizzeria,6.641063029,7.661971831
Italian,n-XTO7I2o2h06o-vyjtYfg,47,Raffaele's Pizza,6.358842897,7.342723005
Italian,3n9mSKySEv3G03YjcU-YOQ,512,Postino Central,71.97502352,81.56807512
Italian,OkXpdUozVS3vjSRtCoSIvw,8,Fusilli's,0.855550329,1.117370892
Italian,TqHTtjPANCBKGsjGBjDoQQ,106,NYPD Pizza,14.68433678,16.76056338
Italian,X3NvTA98paIkjT4-bcXpLA,4,Affinito's Bistro,0.291110066,0.478873239
Italian,4SEaQmnUIpqZXPyCmHZc1A,104,Nook,14.40211665,16.44131455
Italian,Xk3inJcuBGLhavUcdlINZA,161,Crudo,22.4453904,25.5399061
Italian,s0klhdxcAab0yEWw2Uuimw,52,Tomaso's,7.064393227,8.14084507
Italian,V3lQtk1LgwAEcF9j-BzchA,60,Famous Ray's Pizza,8.193273754,9.417840376
Italian,#NAME?,308,Pane Bianco,43.18857008,49.00469484
Italian,M4KIUu3-lAvD1xeWue7_OA,3,Jerry Tucci's Brick Oven Pizzeria,0.15,0.319248826
Italian,3yMneVFhBePIBtCGdboc7Q,41,Sardella's Pizza & Wings,5.512182502,6.384976526
Italian,ZRJwVLyzEJq1VAihDhYiow,139,Spinato's Pizzeria,19.34096896,22.02816901
Italian,3Zsjlum5kl5N5KV712aTMQ,149,Different Pointe of View,20.75206961,23.62441315
Italian,JN2qXIuDXnV2d8WnSqd28A,42,Streets of New York,5.653292568,6.544600939
Italian,ML1RJdeZ7bbfMrHvJ7m99A,222,Oregano's Pizza Bistro,31.05310442,35.27699531
Italian,le-4m9rKxHVPB2l8GWLYcw,33,Caffe Daniel,4.383301976,5.107981221
Italian,AkOruz5CrCxUmXe1p_WoRg,423,Cherryblossom Noodle Cafe,59.41622766,67.36150235
Italian,U_CvxSM9epIi8u5A0jOUVw,27,Barro's Pizza,3.53664158,4.150234742
Italian,e3izESeW0BUx0s96FdSLag,108,Va Bene,14.96655691,17.07981221
Italian,Zruvunhqw7cuyuoe7g09Gw,75,Picazzo's Organic Italian Kitchen,10.30992474,11.81220657
Italian,Lbue8gqRiBPEnA7g7H1qdw,131,Humble Pie,18.21208843,20.75117371
Italian,rqKvfrvfsM_TQMv4IP1YVw,14,Barro's Pizza,1.702210724,2.075117371
Italian,z_IfC-aIkKpuhGfX1yzdfg,55,Alexi's Grill,7.487723424,8.61971831
Italian,zwJX3eetOhpi-gv4-E4rcQ,4,Pizza Hut,0.291110066,0.478873239
Italian,FRiT2RI6Y1nds1jjZqvnXQ,49,Sauce - Pizza & Wine,6.641063029,7.661971831
Italian,Pg8OPh1D2ws0xO-I-8ppoA,186,Upper Crust Pizza,25.97314205,29.53051643
Italian,E0Gi93pSbrJVnQcV8JE8RQ,5,Red Tomato,0.432220132,0.638497653
Italian,nytd8aC5Y9et_iMCuas-vg,8,Streets of New York,0.855550329,1.117370892
Italian,MPmSoEd46WXqhN-5rw7Yqw,17,Amante Pizza and Pasta,2.125540922,2.55399061
Italian,Fa-zUFfIMIke1QLeeWT_6g,7,Tony Pizzeria Italian Restaurant,0.714440263,0.957746479
Italian,VK9AdK8hjxIWU3C2W9_k0w,4,Pasta Pomodoro,0.291110066,0.478873239
Italian,vvA3fbps4F9nGlAEYKk_sA,73,Avanti,10.02770461,11.49295775
Italian,zyvujnBGGpG3WWiDPkil9w,52,Spinato's Pizza,7.064393227,8.14084507
Italian,RE_avyJUm52qCTRAA2CbkQ,20,Le Ragazze,2.548871119,3.03286385
Italian,o4sPw8nO7GcNyKilWBgK_Q,40,Olive Garden Italian Restaurant,5.371072437,6.225352113
Italian,RGDyf8-PyzyS9Lzs9bkvgA,114,Babbo Italian Eatery,15.81321731,18.03755869
Italian,EpascFEAih49O5Un4f2AFw,16,Meatballz,1.984430856,2.394366197
Italian,SDwYQ6eSu1htn8vHWv128g,797,Postino Arcadia,112.1913923,127.0610329
Italian,pF7uRzygyZsltbmVpjIyvw,152,Spinato's Pizza,21.17539981,24.10328638
Italian,m9haUi2_1lHR2eAKBhKwDg,315,Federal Pizza,44.17634055,50.12206573
Italian,PAtgWCLCFRQd_fjnihISOg,44,L'amore,5.9355127,6.863849765
Italian,qFfEUJUIqfIYARCOF9Hgig,61,La Piazza Locale,8.334383819,9.577464789
Italian,J2LGgGy1b1V8e7yjDI_u7w,27,Olive Garden Italian Restaurant,3.53664158,4.150234742
Italian,pwpl-rxwNRQdgqFz_-qMPg,591,The Parlor,83.12271872,94.17840376
Italian,dmyytmVobrPfPO6IrKbjuQ,4,Gretalian,0.291110066,0.478873239
Italian,lTk4l6YgxNXNaMCD9mcD6Q,15,Vincent's Famous Pizza & Restaurant,1.84332079,2.234741784
Italian,VtHKaOSOPhZqDGf85X1oiw,13,Pasta and Sugo,1.561100659,1.915492958
Italian,udmb-UuD3xoueQ55INQFRw,47,Rosati's Pizza,6.358842897,7.342723005
Italian,umyo8MPjiZiDXHtvyaOi6g,52,Arrivederci Trattoria,7.064393227,8.14084507
Italian,0gQrhOYWdO0XVZEKtOrvaA,54,Red Devil,7.346613358,8.460093897
Italian,7CTf4W-KT4h6uA_zpGZp2Q,136,Central Bistro,18.91763876,21.54929577
Italian,ssSeK9MYRCUjoabppekwoA,39,Focaccia Fiorentina,5.229962371,6.0657277
Italian,V1nEpIRmEa1768oj_tuxeQ,882,Cibo,124.1857479,140.629108
Italian,tDbXsDOecrv46J7YR2-FNw,5,Meatballz,0.432220132,0.638497653
Italian,S3FhtwXuiGMlGdBNtmiiSQ,50,Ruffino Italian Cuisine,6.782173095,7.821596244
Italian,FHA2j4ESBkgGe3NvOql4qQ,28,Barro's Pizza,3.677751646,4.309859155
Italian,vfLog2bLJGl6hAFtGtr0GQ,103,The Strand,14.26100659,16.28169014
Italian,MPziC5MO2QQiYVAMM3fdSw,51,La Fontanella Restaurant,6.923283161,7.981220657
Italian,VWcaFOSFcDwmFquycBzFyQ,18,Frank's Pizza & Wings,2.266650988,2.713615023
Italian,lF1917cvbCzQX7BcUvlooA,19,Uncle Tony's Pizza,2.407761054,2.873239437
Italian,UI5ghIUeHYxzwSfaDVUXOA,109,Aiello's,15.10766698,17.23943662
Italian,dKtbrGgg5fbl8MibhilP2A,119,La Grande Orange,16.51876764,18.83568075
Italian,b1aTHVkqCa4kZITbu9khtA,101,Harley's Italian Bistro,13.97878645,15.96244131
Italian,podj1OWSL3oEJsOpGj8SUw,107,Pino's Pizza Al Centro,14.82544685,16.92018779
Italian,unPzS1QJJctlZyLGFSk_HA,12,Tony's Italian Delicatessen,1.419990593,1.755868545
Italian,zSEknIqmkGL1pQt-ApEeoQ,32,Aiello's Salumeria,4.24219191,4.948356808
Italian,2J1DtN7FjGICQcgRei3jKA,14,Peter Piper Pizza,1.702210724,2.075117371
Italian,_RkvdDlzEFSRnGMrTRkVYA,15,Romano's Macaroni Grill,1.84332079,2.234741784
Italian,xqO1fp2zuxeeYjPeGP2Eaw,15,Brad's Place,1.84332079,2.234741784
Italian,vFtMSgQsd3Fwt3U7UJf5dQ,11,Rkidds Pizza & Wings,1.278880527,1.596244131
Italian,Tk2dSL0TwQeI_zNJmb442A,87,Luke's of Chicago's,12.00324553,13.72769953
Italian,rrWhi2TL0smrbihvavZxcg,148,Times Square Pizzeria,20.61095955,23.46478873
Italian,YBVQik4ySvAlvxobuFcXDA,11,Streets of New York,1.278880527,1.596244131
Italian,v6zRA0WqOODJjmpvstrpGQ,26,Neapolitan Wood Fired Italian,3.395531515,3.990610329
Italian,XkNQVTkCEzBrq7OlRHI11Q,210,Pizza a Metro,29.35978363,33.36150235
Italian,5ErKAS0rHOfU33CYjDh2Aw,40,Pizza by Napoli,5.371072437,6.225352113
Italian,mFBBtUrWMqikBS-Jn-RiIw,100,SOLO Trattoria,13.83767639,15.8028169
Italian,Jg3COi2_fHG7urLHTKvP1g,7,That's Italiano,0.714440263,0.957746479
Italian,jMzuQy104M0KU6uhdffsaQ,26,Streets of New York,3.395531515,3.990610329
Italian,jq_YnMQjcArdBWuwRospFg,45,Salute Ristorante Italiano,6.076622766,7.023474178
Italian,dsMvINhoQbIQgSRTBv2B6g,85,Caffe Boa Ahwatukee,11.7210254,13.4084507
Italian,DlCtdbceo4YNSI53cCL2lg,166,The Old Spaghetti Factory,23.15094073,26.33802817
Italian,YldXB1hRpnE1CWLF3mvgpQ,145,Spinato's Pizza,20.18762935,22.98591549
Italian,6j4hcNnLcDSWBwAdCi1mMQ,5,Cafe La Bella,0.432220132,0.638497653
Italian,QSCeI8HdUluG-YmbDWo-fw,17,Streets of New York,2.125540922,2.55399061
Italian,4iRPMiDQQWFA0IS8lWce0Q,4,The Italian Spoon,0.291110066,0.478873239
Italian,EfmR4e1tmjC5_ZQOgfnYrg,88,Roma Garden Ristorante,12.1443556,13.88732394
Italian,auorqdHiATGZHVd-sd79ZQ,118,Pizza Heaven Bistro,16.37765757,18.67605634
Italian,rGHktXbee4CErLsMrPqbrA,17,Streets of New York,2.125540922,2.55399061
Italian,xr2szu7jYIWbj4tlKef61w,36,Pezzano's Pizza,4.806632173,5.58685446
Italian,YxT-QYCAfg_jaS0g6Xx0Bw,32,Cafe Roma,4.24219191,4.948356808
Italian,lHKS896yFkmAuWyFnbNP3A,15,King Solomon's Pizza,1.84332079,2.234741784
Italian,3CSaqRNvYg7ZdN2zwxwzVw,50,Christos Ristorante,6.782173095,7.821596244
Italian,BPi1Q5wX0_o5VlO_XRyYuQ,177,Pizzeria Bianco,24.70315146,28.09389671
Italian,oinZM9-d2n5NvGuxvatDWA,14,Ray's Pizza,1.702210724,2.075117371
Italian,0AZiq_OMKs3I9lTmwd5PSg,37,Tommy V's Osteria and Pizzeria,4.947742239,5.746478873
Italian,N_n2jyCfpon3NzKERYT02Q,30,Pizza People Food Truck,3.959971778,4.629107981
Italian,t-uJbFctqW2eGtlAIAI60g,76,Gasper's Casual Italian Dining and Pizzeria,10.45103481,11.97183099
Italian,IpqgfODLFPww-6TxCk-LJQ,5,Daniel's Italian Cuisine,0.432220132,0.638497653
Italian,i0W4TZcoRbOYeRfDfQEX8g,34,Rinaldi's Italian Deli,4.524412041,5.267605634
Italian,HAMKYsgtJ6fEBUZzTMhZwA,31,Barro's Pizza,4.101081844,4.788732394
Italian,ubfD6-I73lP00v0fkx-keQ,75,Anzios Italian Restaurant,10.30992474,11.81220657
Italian,e34tIpveepWkpvOuv_boqw,168,Centurion,23.43316087,26.657277
Italian,igD5We_87JFrtaaR7bh_Xg,54,Belfiore's Italian Ristorante,7.346613358,8.460093897
Italian,3Y4Bd9eWVMsgejx2bP3MVw,35,Spasso Pizza & Mozzarella Bar,4.665522107,5.427230047
Italian,fWjyVcu7IP3hl6u5VG2RQw,4,Carmine's Little Italy Pizza & Pasta,0.291110066,0.478873239
Italian,dG7KLQ1a584wI5jSADIPIg,60,Florencia Pizza Bistro,8.193273754,9.417840376
Italian,1xu5wFd0TeBg6xNBiRtknw,18,Dolce Espresso Video Coffee Bar,2.266650988,2.713615023
Italian,lBxBzvqWaiO4pa3YHh2dyQ,22,Our Family's Bistro,2.831091251,3.352112676
Italian,bDSqqGGzbglvJ0HkIW5j4Q,11,Miami Cafe,1.278880527,1.596244131
Italian,w5XcgWwGAN21Ly2HeU48IQ,60,Sauce Pizza & WIne,8.193273754,9.417840376
Italian,5_Il_eOuwOMMoiT8jGBxyQ,63,Il Posto,8.616603951,9.896713615
Italian,R7SVavAsjzN3wy825PiOEg,4,Papa John's Pizza,0.291110066,0.478873239
Italian,wCi6nBXnXf5PAHqJZP9dqA,28,Fiorella's,3.677751646,4.309859155
Italian,R2FuwuSjmyvzNWNfqzKUvw,67,Sauce,9.181044214,10.53521127
Italian,TLNP-IQrHw1PGu3w_qbhuA,4,Zella's Pizza And Cheesesteaks,0.291110066,0.478873239
Italian,XfVGU6WGZKc867spn2TImw,208,Pomo Pizzeria Napoletana,29.0775635,33.04225352
Italian,O4E5IXT6zVJ3VpbYHqxRug,10,Pizza Mia,1.137770461,1.436619718
Mexican,_nypuc5Ke462rFWKoZ_bDw,3,El Nuevo Taquito,0.573131171,0.319248826
Mexican,Hn7f_Gh5ffvns_7nU4Wqxg,25,Tortas el Rey,5.227574048,3.830985915
Mexican,aXRtJioBYidoHdS2GTTKhA,74,Fuego CityScape,15.59428773,11.65258216
Mexican,_Nx8hwTmjR_x62Byjav0Ew,7,La Olmeca Restaurant,1.419393512,0.957746479
Mexican,lRzoAhDhcyCeOGrWntXqsw,6,Julioberto's,1.207827927,0.798122066
Mexican,wdEnI9WTLHiqSCH1RdJ40w,14,Los Armandos,2.900352609,2.075117371
Mexican,s_rPbgLOpWDgulVn9wd7GQ,5,Chuy's Mesquite Broiler,0.996262341,0.638497653
Mexican,dnhQaZ4wpLPwSfCleCILTg,9,Carte Blanche Gourmet Taco,1.842524683,1.276995305
Mexican,oiLe3lqMFaZtsSpRuIUChw,72,Las Glorias Grill,15.17115656,11.33333333
Mexican,SAIgLz6EI7vJ9AkxjvpIeg,3,Tacos La Lomita,0.573131171,0.319248826
Mexican,oEjdNvlluW5_Ng9kewJFBg,8,Chevys Fresh Mex Restaurant,1.630959097,1.117370892
Mexican,YD0oiqWZyAi-lMw3TQ2TqA,3,Tortas Paquime,0.573131171,0.319248826
Mexican,v3_CQRKezq3JdX-xxWambA,7,Pancho Taqueria,1.419393512,0.957746479
Mexican,OT0gFIAr_c-d3i-IQ6TZQg,16,Baja Fresh Mexican Grill,3.32348378,2.394366197
Mexican,rAb_wfdKKPPbcIysjYcW4A,3,Pozoleria Guerrero,0.573131171,0.319248826
Mexican,IdnYOlL9aDfMu_S2kcaUkQ,139,Richardson's,29.34605078,22.02816901
Mexican,eP2WTbTQDCLj6FPNd6Il5Q,8,Taco Del Mar,1.630959097,1.117370892
Mexican,XIeteOw2pKgLiOP6_VzWzA,11,La Oaxaquena Mexican Restaurant,2.265655853,1.596244131
Mexican,wRYdSL-AI47fPW78Bh4Hww,4,Fiesta Grill,0.784696756,0.478873239
Mexican,4XJ8gO6cbS6PuZ9dzPsrBg,2,Taco Bell,0.361565585,0.159624413
Mexican,8nk--14Irg9PtpQLWg4peg,11,La Canasta,2.265655853,1.596244131
Mexican,1kMR_HUA8i-wYOJFZfLhBA,6,32nd Cafe,1.207827927,0.798122066
Mexican,ib-y5nsfn3unE0lLY1vfAw,111,Arriba Mexican Grill,23.42221439,17.55868545
Mexican,#NAME?,21,Tediberto's,4.381311707,3.192488263
Mexican,t0HV1S6uhBxLB5IyZC5hMQ,9,La Cocina Economica,1.842524683,1.276995305
Mexican,HbzAtY5PD6rMifst65PzQg,3,On The Border Mexican Grill & Cantina,0.573131171,0.319248826
Mexican,7_y_M5wRaSvNXt-q4xvlEQ,28,La Canasta Capitolio,5.862270804,4.309859155
Mexican,4BcuZj2ETMxUs48PLPwKxQ,3,Hal O. Peno's Mexican Cafe,0.573131171,0.319248826
Mexican,JobP0ghILdh8S8l-LhHHxQ,18,Armando's Mexican Food,3.746614951,2.713615023
Mexican,zAoFrUwRVdSrvYWNB5e5Jw,45,Taberna Del Tequileria,9.458885755,7.023474178
Mexican,eHC_xNrT1SkJyC2oncJlhw,101,Asi Es La Vida,21.30655853,15.96244131
Mexican,WxpCYziMlEy8mrEa_VcB1w,51,La Parrilla Suiza,10.72827927,7.981220657
Mexican,24OmQWFTnbfGv-e8GyEMAw,106,Z'Tejas Grill,22.36438646,16.76056338
Mexican,VudqspJ-zQIlYRBTANgdzQ,5,Taco Bell,0.996262341,0.638497653
Mexican,ccC2ecxVEOF4t_kKce6f8Q,9,El Pollo Loco,1.842524683,1.276995305
Mexican,dKNLqQWUoWkEp0nF0Y8GYA,15,El Portal,3.111918195,2.234741784
Mexican,lHFsO4nIwwgjC_oQYqfAPg,7,Ramiro's Mexican Food,1.419393512,0.957746479
Mexican,1NZLxU5WvB5roPFzneAlLw,488,Barrio Café,103.1824401,77.7370892
Mexican,WzhHlaEyaHE4KIFfcqC_9g,16,Filiberto's Mexican Food Restaurant,3.32348378,2.394366197
Mexican,fE0zuDxZrJlQ7H91eY6UYA,28,Chipotle Mexican Grill,5.862270804,4.309859155
Mexican,#NAME?,27,Popo's Fiesta Del Sol,5.650705219,4.150234742
Mexican,Dcs_jLOlNXd96LarVInFgg,12,Federico's Mexican Food,2.477221439,1.755868545
Mexican,ieYiA4L5gk7S3kZYK0l_dg,79,Carlos O'Brien's,16.65211566,12.45070423
Mexican,Wxt6FGF4vxsnKYksMZRoiA,20,Los Alamos Mexican Food,4.169746121,3.03286385
Mexican,rkzTvFSQoylgVc2oYohuDg,3,Santanas Mexican Food,0.573131171,0.319248826
Mexican,YaB2hKgWUaqAWnCA6YWD7g,5,El Pollo Loco,0.996262341,0.638497653
Mexican,hWhVP-28LYP3llaMlAJ_JA,109,Rosita's Place,22.99908322,17.23943662
Mexican,LE-1ZOsjpPh7p95H2l5Fww,24,Federicos Mexican Food,5.016008463,3.671361502
Mexican,SbieCdRBz33V_Hl0sU8HFg,4,Filiberto's Mexican Rest,0.784696756,0.478873239
Mexican,FG7Js2aMD6NtMMRI0C8Arw,15,Rubio's Fresh Mexican Grill,3.111918195,2.234741784
Mexican,X0BsBdPGAyo9gLPIRJ9PFw,18,La Salsita's Mexican Food,3.746614951,2.713615023
Mexican,T6dbW2UuWTKar_22zbbiUw,23,Polibertos,4.804442877,3.511737089
Mexican,r2S4arkHyRcUroRhggMIoA,125,Revo Burrito,26.38413258,19.79342723
Mexican,LQGQ1w4pYrf5in6LrU0BlQ,80,La Piñata,16.86368124,12.61032864
Mexican,wiNH-zH233_zQXKLMVlqeQ,3,Del Taco,0.573131171,0.319248826
Mexican,BbasiqJzUlZtldb0r7RvBQ,3,Romero's Mexican Food,0.573131171,0.319248826
Mexican,5UBAWhxukaPrc_0DalT-3w,6,Taco Bell,1.207827927,0.798122066
Mexican,iOITnizWLD3NlKxRtZd5AA,24,Rubio's Fresh Mexican Grill,5.016008463,3.671361502
Mexican,8s392ZpX8dfO5Ol2RdQISQ,6,El Pollo Loco,1.207827927,0.798122066
Mexican,FgAkF7fscCV4TmBitdsbLw,5,La Canasta,0.996262341,0.638497653
Mexican,glalhJa7wFWPIoJLBvKGfQ,78,The Original Garcia's,16.44055007,12.29107981
Mexican,I9klG3s-47t3zVLGoMkYOA,5,Filiberto's,0.996262341,0.638497653
Mexican,Q2FaJ3zB6ZuGgvqUqhdc_w,116,Milagro Grill,24.48004231,18.35680751
Mexican,5EWVJZd9cSAMwkrwgOFd6Q,7,El Gran Taco,1.419393512,0.957746479
Mexican,K9fIADfO_zKFPFm75A1Hxw,7,Taco Bell,1.419393512,0.957746479
Mexican,d2jNFmvjq-bi8MAd9dBzCw,3,Filiberto's,0.573131171,0.319248826
Mexican,ZRqpSeZEw6sy8r01TdCudQ,2,Salsas Y Sombreros,0.361565585,0.159624413
Mexican,ZQdSGPdEGXPbCWrmJSNm-Q,4,Oaxaca Restaurant,0.784696756,0.478873239
Mexican,DlLduXXSwjkm7OL4Z1iH1A,14,Federicos Mexican Food,2.900352609,2.075117371
Mexican,UNFcMOWOsr9ilM6lqXIC6w,12,Del Taco,2.477221439,1.755868545
Mexican,6YH9ezAC31gbpnT3bnZAsQ,14,La 15 Y Salsas,2.900352609,2.075117371
Mexican,2Yn5IgbAOtc7_bT0g47bQA,5,Taco Bell,0.996262341,0.638497653
Mexican,E3RjJH45EX6rHYDs0TYSRA,126,Valle Luna,26.59569817,19.95305164
Mexican,zp713qNhx8d9KCJJnrw1xA,419,La Santisima Gourmet Taco Shop,88.58441467,66.72300469
Mexican,mNjLNTOXSckssvYNn-ZFjg,5,Ramiro's Mexican Food,0.996262341,0.638497653
Mexican,j6VY9UwaQCiEWfQtNyEouQ,5,Panaderia Y Tortilleria,0.996262341,0.638497653
Mexican,WnJ9xlxdJwMti7blz4d45w,20,CC'S Mesquite Broiler,4.169746121,3.03286385
Mexican,#NAME?,3,Pollo Correteado Restuarant El,0.573131171,0.319248826
Mexican,1cGZU2gDewDfEu-bBMZEgQ,16,Los Betos Mexican Food,3.32348378,2.394366197
Mexican,2rMf09C5uXzF2qIlD5F5BA,93,Secreto,19.61403385,14.68544601
Mexican,gw-V13MyfzFaCTbALfnn2Q,21,El Mesquite Restaurant,4.381311707,3.192488263
Mexican,SmX_sTfTI4Hhyj8Rbf9teg,20,Los Burritos,4.169746121,3.03286385
Mexican,50dKrWfqdotEddX-mCzypA,3,Taco Bell,0.573131171,0.319248826
Mexican,RGFKaBRV_HO-ZJb_euKdhQ,5,El Chiltepin Mexican Food,0.996262341,0.638497653
Mexican,g1BQtMfpjrQCVGPWogvjow,40,Rita's Mexican Food,8.401057828,6.225352113
Mexican,X84kGyCyBbPDhIb_l-N3xw,3,Angelinas Mexican Food,0.573131171,0.319248826
Mexican,oyzxIqrtzu-8sWlPhJVsLw,192,Carolina's,40.5590268,30.48826291
Mexican,KGX7O-_WqOIy9o7u9NOa9A,143,Sonora Mesquite Grill,30.19231312,22.66666667
Mexican,8dlyEiypNYB0sVfdzQll3A,27,Tacos Sahuayo,5.650705219,4.150234742
Mexican,neGAQFkBNI8-rpPBLBzNkw,6,Taco Bell,1.207827927,0.798122066
Mexican,CjFaf6r6iP1xcKcChKDgKA,1,Baja Fresh,0.15,0
Mexican,bzQPFOLLxuwx7K7dw8j7Zw,123,Cafe Los Dos Y Cantina,25.96100141,19.4741784
Mexican,JkxRvYg5hR1YsulxJhNNzg,4,Tacos La Lomita,0.784696756,0.478873239
Mexican,JqAI4UA2xXPYxvlhzG-i9A,8,Eribertos Mexican Food,1.630959097,1.117370892
Mexican,Ho1cBoj4aB7U0zJ4cAWHbA,3,La Sonorense Tortilla Factory,0.573131171,0.319248826
Mexican,XcwbN5fDlyl8qCttcdDGKA,12,Rolberto's,2.477221439,1.755868545
Mexican,3msnZ6oe0sslHsE1js1QUA,12,Baja Fresh Mexican Grill,2.477221439,1.755868545
Mexican,EX5QAAciXEwOQ1xnFlVLAA,4,Taco Bell,0.784696756,0.478873239
Mexican,CqRoozwTWAz4ufcsiJBRSw,13,Filiberto's,2.688787024,1.915492958
Mexican,0l9e2aBYZfogiSUyxJEL3Q,3,Manuel's Mexican Restaurant & Cantina,0.573131171,0.319248826
